batter,avg_total_runs,avg_strike_rate,avg_runs_vs_Chennai Super Kings,avg_runs_vs_Deccan Chargers,avg_runs_vs_Delhi Capitals,avg_runs_vs_Delhi Daredevils,avg_runs_vs_Gujarat Lions,avg_runs_vs_Gujarat Titans,avg_runs_vs_Kings XI Punjab,avg_runs_vs_Kochi Tuskers Kerala,avg_runs_vs_Kolkata Knight Riders,avg_runs_vs_Lucknow Super Giants,avg_runs_vs_Mumbai Indians,avg_runs_vs_Pune Warriors,avg_runs_vs_Punjab Kings,avg_runs_vs_Rajasthan Royals,avg_runs_vs_Rising Pune Supergiant,avg_runs_vs_Rising Pune Supergiants,avg_runs_vs_Royal Challengers Bangalore,avg_runs_vs_Royal Challengers Bengaluru,avg_runs_vs_Sunrisers Hyderabad,avg_runs_at_stadium,avg_runs_vs_team
JD Ryder,29.0,125.71865634365633,29.0,15.0,0.0,48.666666666666664,0.0,0.0,15.833333333333334,17.0,15.0,0.0,7.0,0.0,0.0,6.333333333333333,0.0,0.0,42.5,0.0,0.0,23.97420634920635,21.814814814814813
JD Unadkat,12.2,112.2222222222222,12.2,0.0,11.0,0.0,0.0,0.0,1.75,0.0,7.666666666666667,7.5,0.0,0.0,9.0,5.0,0.0,0.0,8.0,8.0,1.0,7.096491228070175,7.111666666666667
JDP Oram,41.0,141.3793103448276,0.0,41.0,0.0,3.0,0.0,0.0,15.0,0.0,0.0,0.0,6.5,0.0,0.0,1.5,0.0,0.0,8.0,0.0,0.0,7.083333333333334,10.714285714285714
JDS Neesham,8.0,71.1111111111111,8.0,0.0,10.0,0.0,0.0,17.0,12.0,0.0,8.0,14.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.904761904761905,9.5
JE Root,10.0,66.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,10.0
JE Taylor,1.5,75.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5
JEC Franklin,13.0,63.918757467144566,13.0,10.0,0.0,0.0,0.0,0.0,50.5,0.0,37.0,0.0,0.0,21.0,0.0,6.5,0.0,0.0,8.5,0.0,0.0,21.69047619047619,20.928571428571427
JH Kallis,22.857142857142858,95.19747002885477,22.857142857142858,26.545454545454547,0.0,24.142857142857142,0.0,0.0,24.181818181818183,25.5,27.2,0.0,36.53846153846154,4.25,0.0,20.583333333333332,0.0,0.0,31.428571428571427,0.0,32.5,25.006249999999998,25.066149002512642
JJ Bumrah,3.0,108.33333333333336,3.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.5,0.0,0.0,0.0,0.0,3.3333333333333335,16.0,0.0,1.75,0.0,4.2,2.0063492063492063,2.598717948717949
JJ Roy,25.0,109.83245149911812,25.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,8.333333333333334,45.0,46.333333333333336,0.0,38.0,35.0,0.0,0.0,29.25,0.0,20.666666666666668,26.791666666666668,32.28703703703704
JJ van der Wath,14.0,127.27272727272728,14.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0
JL Denly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JL Pattinson,11.0,137.5,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.5,7.5
JM Bairstow,18.75,98.88377926421404,18.75,0.0,32.285714285714285,0.0,0.0,10.333333333333334,39.0,0.0,53.833333333333336,37.0,24.0,0.0,63.0,26.571428571428573,0.0,0.0,63.25,17.5,11.666666666666666,26.73095238095238,33.09920634920635
JM Kemp,22.0,137.5,0.0,22.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0
JM Sharma,15.666666666666666,106.48148148148148,15.666666666666666,0.0,18.0,0.0,0.0,19.25,0.0,0.0,21.0,8.5,28.25,0.0,0.0,32.0,0.0,0.0,25.0,16.0,17.0,19.325555555555557,20.066666666666666
JO Holder,2.5,50.0,2.5,0.0,10.5,0.0,13.0,1.0,5.0,0.0,10.333333333333334,0.0,4.0,0.0,19.666666666666668,4.5,0.0,0.0,17.2,0.0,5.666666666666667,8.756410256410257,7.780555555555556
JP Behrendorff,3.0,67.5,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
JP Duminy,18.5,117.65112610700847,18.5,49.5,0.0,17.0,30.5,0.0,24.285714285714285,0.0,24.6,0.0,32.625,20.75,0.0,30.88888888888889,0.0,24.0,35.5,0.0,21.4,23.596913580246913,27.462466931216934
JP Faulkner,5.5,99.51923076923077,5.5,0.0,0.0,13.142857142857142,0.0,0.0,24.4,0.0,2.8,0.0,16.666666666666668,8.333333333333334,0.0,11.0,6.0,9.0,10.6,0.0,10.428571428571429,11.535087719298247,10.715584415584416
JPR Scantlebury-Searles,6.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0
JR Hazlewood,7.0,87.5,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,0.5,0.0,0.0,0.0,0.0,3.0,2.8,3.7
JR Hopes,23.75,145.5392156862745,23.75,17.0,0.0,4.0,0.0,0.0,7.0,0.0,18.666666666666668,0.0,27.5,13.0,0.0,33.5,0.0,0.0,28.666666666666668,0.0,0.0,16.775,19.23148148148148
JR Philippe,12.0,66.66666666666666,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.5,18.333333333333332,15.375
Jaskaran Singh,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8333333333333333,2.5
Joginder Sharma,16.0,160.0,0.0,16.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,7.0
K Goel,13.0,66.98412698412697,13.0,0.0,0.0,19.5,0.0,0.0,0.0,0.0,7.666666666666667,0.0,12.75,0.0,0.0,13.5,0.0,0.0,19.5,0.0,0.0,15.22857142857143,14.319444444444443
K Gowtham,8.2,110.05555555555557,8.2,0.0,10.666666666666666,10.0,0.0,0.0,5.333333333333333,0.0,8.75,0.0,14.25,0.0,1.0,0.0,0.0,0.0,18.5,0.0,4.0,8.79513888888889,8.07
K Kartikeya,6.0,85.71428571428571,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,4.5
K Rabada,9.0,192.46031746031747,9.0,0.0,4.0,0.0,0.0,1.0,5.5,0.0,11.333333333333334,0.6666666666666666,14.666666666666666,0.0,0.0,5.5,0.0,0.0,0.0,0.0,5.75,6.116666666666666,5.741666666666666
K Upadhyay,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,6.0,6.0
K Yadav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KA Jamieson,16.0,123.07692307692308,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,3.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,12.0,9.4,10.9
KA Maharaj,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
KA Pollard,25.347826086956523,136.810428066721,25.347826086956523,14.0,7.428571428571429,18.294117647058822,18.5,4.0,25.3,0.0,15.45,22.0,0.0,18.333333333333332,13.666666666666666,19.333333333333332,12.5,1.0,23.166666666666668,0.0,27.0625,19.7646645021645,16.586438447661674
KAJ Roach,10.0,111.11111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0
KB Arun Karthik,5.0,100.0,5.0,0.0,0.0,5.0,0.0,0.0,6.0,0.0,1.0,0.0,15.5,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,5.722222222222222,5.071428571428571
KC Cariappa,1.0,50.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,5.0,4.8,4.75
KC Sangakkara,16.375,89.16418650793652,16.375,31.0,0.0,21.72727272727273,0.0,0.0,13.333333333333334,65.0,21.6,0.0,37.375,29.2,0.0,22.125,0.0,0.0,23.5,0.0,0.0,26.161075036075037,28.123560606060607
KD Karthik,23.451612903225808,141.5602398294294,23.451612903225808,18.22222222222222,15.0,31.5,0.0,6.25,25.318181818181817,69.0,23.263157894736846,14.2,16.46153846153846,23.0,17.0,22.103448275862068,16.0,33.0,17.958333333333332,0.0,17.625,19.102342572822693,22.903146759358854
KH Pandya,13.9,86.19746376811594,13.9,0.0,14.416666666666664,30.8,17.666666666666668,10.2,21.166666666666668,0.0,13.0,0.0,12.0,0.0,15.200000000000001,12.272727272727275,21.666666666666668,0.0,12.846153846153847,0.0,18.071428571428573,15.181488749345892,16.400536642844333
KJ Abbott,12.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.333333333333333,4.333333333333333
KK Ahmed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2
KK Cooper,17.0,144.11764705882354,0.0,0.0,0.0,17.0,0.0,0.0,6.5,0.0,2.5,0.0,7.5,0.0,0.0,0.0,0.0,0.0,8.0,0.0,26.0,9.857142857142858,11.25
KK Nair,20.4,125.32976827094474,20.4,0.0,1.0,42.833333333333336,17.0,0.0,13.0,0.0,18.7,0.0,15.636363636363637,0.0,0.0,17.0,64.0,36.5,21.09090909090909,0.0,24.5,18.21017316017316,24.305050505050502
KL Nagarkoti,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,4.0,0.0,0.0,2.208333333333333,3.5
KL Rahul,39.5,123.76325675337833,39.5,0.0,27.9,29.6,25.5,27.25,22.0,0.0,36.785714285714285,0.0,53.0,0.0,26.75,44.5625,0.0,22.5,44.857142857142854,20.0,35.15384615384615,34.248116883116886,32.52565737833595
KM Asif,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KM Jadhav,13.714285714285714,129.3877551020408,13.714285714285714,0.0,16.25,30.0,34.5,0.0,1.4285714285714286,0.0,11.0,0.0,16.0,25.0,12.0,12.181818181818182,12.5,0.0,20.666666666666668,0.0,18.09090909090909,11.808201240362365,15.95230364873222
KMA Paul,1.5,18.75,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.5,3.5
KMDN Kulasekara,5.0,166.66666666666669,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0
KP Appanna,1.0,100.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666
KP Pietersen,16.5,82.41758241758242,16.5,47.666666666666664,0.0,26.5,37.0,0.0,37.6,0.0,9.5,0.0,27.142857142857142,29.5,0.0,27.0,0.0,0.0,16.5,0.0,25.5,24.83868092691622,27.309956709956708
KR Mayers,33.5,139.32461873638346,33.5,0.0,73.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,18.0,0.0,41.5,51.0,0.0,0.0,0.0,0.0,7.5,30.857142857142858,32.5625
KR Sen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KS Bharat,8.0,160.0,8.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,32.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,12.0,19.583333333333332,27.416666666666668
KS Sharma,9.0,56.25,9.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.333333333333333,5.333333333333333
KS Williamson,34.75,128.3391843260264,34.75,0.0,30.25,51.0,6.0,31.0,28.4,0.0,22.636363636363637,8.5,8.5,0.0,11.5,27.625,12.5,32.0,40.77777777777778,0.0,0.0,29.945652173913043,24.674224386724386
KV Sharma,16.0,153.67647058823525,16.0,1.0,6.0,17.5,0.0,0.0,10.666666666666666,0.0,9.625,2.0,8.5,7.0,0.0,3.5,5.333333333333333,0.0,12.0,0.0,5.0,7.731372549019608,8.009615384615385
KW Richardson,26.0,130.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.333333333333333,10.5
Kamran Akmal,29.5,137.5,29.5,12.0,0.0,0.0,0.0,0.0,19.5,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.3,19.75
Kamran Khan,3.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,3.0
Karanveer Singh,2.0,40.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,4.0,0.0,0.0,3.0,3.0
Kartik Tyagi,4.5,103.33333333333333,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,2.5833333333333335,2.0
Kuldeep Yadav,1.25,6.944444444444445,1.25,0.0,6.0,7.0,0.0,5.0,0.0,0.0,35.0,11.0,4.6,0.0,4.333333333333333,2.6666666666666665,0.0,0.0,8.25,6.0,1.3333333333333333,4.85,7.7027777777777775
Kumar Kushagra,1.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0
L Ablish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L Balaji,9.0,128.57142857142858,9.0,15.0,0.0,2.6666666666666665,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,2.1875,3.7395833333333335
L Ronchi,2.0,50.0,2.0,13.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,6.8,6.8
L Wood,9.0,300.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0
LA Carseldine,9.0,112.5,9.0,23.5,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,18.125,14.375
LA Pomersbach,16.0,96.70138888888889,16.0,7.0,0.0,17.333333333333332,0.0,0.0,0.0,0.0,16.0,0.0,29.333333333333332,0.0,0.0,1.0,0.0,0.0,34.0,0.0,33.0,17.453703703703706,19.208333333333332
LB Williams,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
LE Plunkett,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5
LH Ferguson,18.0,138.46153846153845,18.0,0.0,0.0,0.0,1.0,0.0,24.0,0.0,0.5,0.0,0.0,0.0,5.0,0.0,0.0,0.0,19.0,0.0,0.0,10.916666666666666,11.25
LJ Wright,2.0,33.33333333333333,2.0,0.0,0.0,31.5,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,20.75,18.625
LMP Simmons,46.833333333333336,113.44546395253944,46.833333333333336,0.0,0.0,29.0,0.0,0.0,76.66666666666667,0.0,7.25,0.0,0.0,0.0,0.0,37.333333333333336,4.0,8.0,63.5,0.0,42.0,43.06153846153846,34.9537037037037
LPC Silva,23.0,230.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.75,13.333333333333334
LR Shukla,13.11111111111111,97.21801346801345,13.11111111111111,8.666666666666666,0.0,20.0,0.0,0.0,6.0,0.0,10.0,0.0,13.0,0.0,0.0,14.666666666666666,0.0,0.0,6.0,0.0,21.0,11.044871794871794,11.244444444444445
LRPL Taylor,20.11111111111111,103.78822412155746,20.11111111111111,10.666666666666666,0.0,25.0,0.0,0.0,12.5,2.0,24.142857142857142,0.0,15.25,22.666666666666668,0.0,15.14285714285714,0.0,0.0,37.0,0.0,19.0,17.107222222222223,18.49819624819625
LS Livingstone,39.666666666666664,191.8650793650794,39.666666666666664,0.0,22.285714285714285,0.0,0.0,33.333333333333336,0.0,0.0,13.333333333333334,23.0,19.2,0.0,25.0,17.333333333333332,0.0,0.0,21.6,8.5,39.25,21.833333333333336,23.863852813852816
Lalit Yadav,9.0,141.42857142857142,9.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,6.75,3.0,18.75,0.0,18.0,27.25,0.0,0.0,2.5,0.0,7.0,16.525,13.027777777777779
Liton Das,4.0,100.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0
M Ashwin,3.5,46.42857142857142,3.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.5,0.0,4.666666666666667,3.15,2.708333333333333
M Jansen,17.0,73.91304347826086,17.0,0.0,2.0,0.0,0.0,5.5,0.0,0.0,0.75,0.0,15.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.5,6.178571428571429
M Kaif,12.0,119.5144724556489,12.0,25.5,0.0,7.0,0.0,0.0,6.0,0.0,23.333333333333332,0.0,8.0,8.0,0.0,11.0,0.0,0.0,4.0,0.0,0.0,14.9,11.648148148148147
M Kartik,7.25,97.08333333333333,7.25,10.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,11.666666666666666,0.0,0.0,8.0,0.0,0.0,17.0,0.0,2.0,7.018518518518518,7.739583333333333
M Klinger,10.0,59.52380952380952,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,19.166666666666668,21.0
M Manhas,15.4,60.463458110516946,15.4,10.5,0.0,11.666666666666666,0.0,0.0,26.166666666666668,12.0,1.0,0.0,8.8,0.0,0.0,15.8,0.0,0.0,8.6,0.0,3.0,13.210526315789474,11.293333333333335
M Markande,3.5,80.3030303030303,0.0,0.0,0.0,3.5,0.0,18.0,7.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,3.5,5.5,5.125
M Morkel,2.0,50.0,2.0,7.666666666666668,0.0,0.0,1.0,0.0,11.0,0.0,3.0,0.0,11.0,0.5,0.0,4.0,0.0,0.0,7.666666666666668,0.0,0.0,6.214285714285714,4.783333333333333
M Muralitharan,0.5,25.0,0.0,0.5,0.0,1.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6666666666666665,0.0,0.0,4.0,0.0,0.0,2.361111111111111,2.1333333333333333
M Ntini,11.0,84.61538461538461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,5.5,5.5
M Prasidh Krishna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.3333333333333333,1.4
M Rawat,8.0,114.28571428571428,8.0,0.0,0.0,3.0,0.0,0.0,13.5,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.333333333333333,5.083333333333333
M Shahrukh Khan,13.0,77.40350877192982,13.0,0.0,6.714285714285715,0.0,0.0,18.5,0.0,0.0,13.400000000000002,14.5,15.0,0.0,8.0,18.0,0.0,0.0,11.75,47.5,17.75,15.679629629629629,16.73766233766234
M Theekshana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,3.5,3.5
M Vijay,26.66666666666667,102.53339850114044,26.66666666666667,13.0,10.0,30.45454545454545,48.5,0.0,23.428571428571427,22.0,19.692307692307693,0.0,21.68421052631579,23.5,0.0,32.25,0.0,56.0,26.266666666666666,0.0,20.428571428571427,22.690430402930406,26.705109990260368
M Vohra,15.6,104.76190476190477,15.6,0.0,9.0,19.285714285714285,20.0,0.0,0.0,0.0,24.099999999999998,0.0,21.8,32.5,12.0,14.0,14.0,51.0,16.333333333333332,0.0,25.375,19.078571428571426,21.153388278388277
M de Lange,1.0,50.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
MA Agarwal,15.411764705882353,104.21366775788636,15.411764705882353,11.666666666666666,34.8,16.0,0.0,10.5,19.428571428571427,33.0,20.0,16.5,24.61111111111111,9.0,21.0,30.230769230769234,0.0,0.0,25.833333333333332,0.0,17.0,20.3734835123724,20.33214776508894
MA Khote,9.0,180.0,9.0,7.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0
MA Starc,2.6,72.85714285714286,2.6,0.0,1.0,0.0,0.0,0.0,18.5,0.0,12.0,0.0,2.3333333333333335,0.0,0.0,18.0,0.0,0.0,0.0,0.0,5.666666666666667,5.541666666666667,8.585714285714285
MA Wood,10.0,333.33333333333337,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,4.0
MC Henriques,11.333333333333334,203.7037037037037,11.333333333333334,8.5,0.0,23.375,20.25,0.0,11.875,0.0,15.25,0.0,19.0,27.0,0.0,17.0,29.5,5.5,29.166666666666668,0.0,21.666666666666668,16.73230358504958,18.416666666666664
MC Juneja,2.0,66.66666666666666,2.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,8.0,0.0,49.0,0.0,0.0,20.0,0.0,0.0,17.0,0.0,15.0,21.6875,17.857142857142858
MD Mishra,8.5,68.18713450292398,8.5,0.0,0.0,11.0,0.0,0.0,20.0,37.0,29.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,13.5,0.0,0.0,14.106060606060607,18.428571428571427
MD Shanaka,17.0,106.25,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,8.666666666666666,8.666666666666666
MDKJ Perera,14.0,116.66666666666669,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0
MEK Hussey,20.0,66.23376623376625,20.0,27.0,0.0,29.375,0.0,0.0,41.833333333333336,20.0,40.142857142857146,0.0,25.8,25.0,0.0,50.0,0.0,0.0,31.22222222222222,0.0,56.0,29.23671679197995,33.30667388167388
MF Maharoof,19.0,172.72727272727272,0.0,19.0,0.0,0.0,0.0,0.0,4.4,0.0,6.0,0.0,24.0,0.0,0.0,22.5,0.0,0.0,15.5,0.0,0.0,13.487499999999999,15.233333333333334
MG Bracewell,26.0,152.94117647058823,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,4.0,14.5,14.5
MG Johnson,4.0,93.80952380952378,4.0,0.0,0.0,7.666666666666667,0.0,0.0,0.0,0.0,7.0,0.0,3.0,0.0,0.0,6.5,13.0,0.0,8.666666666666666,0.0,4.0,6.243197278911564,6.729166666666666
MJ Clarke,41.0,132.25806451612902,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,14.0,0.0,0.0,16.0,0.0,0.0,13.0,0.0,0.0,18.666666666666668,18.2
MJ Guptill,36.0,189.4736842105263,0.0,0.0,36.0,49.0,4.5,0.0,0.0,0.0,12.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,19.5,0.0,12.5,16.892857142857142,19.9375
MJ Lumb,33.5,159.3891402714932,33.5,30.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,9.5,0.0,0.0,20.166666666666664,19.857142857142858
MJ McClenaghan,0.0,0.0,0.0,0.0,10.0,0.5,1.0,0.0,5.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,3.25,0.0,2.75,3.4944444444444445,5.136363636363637
MJ Santner,0.6666666666666666,44.444444444444436,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,1.0,16.5,0.0,10.0,5.5,0.0,0.0,0.0,3.0,0.0,7.166666666666667,6.111111111111111
MJ Suthar,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
MK Lomror,14.0,48.275862068965516,14.0,0.0,20.166666666666668,0.0,0.0,8.5,9.0,0.0,19.0,16.666666666666668,4.0,0.0,14.599999999999998,12.25,0.0,0.0,25.0,0.0,16.5,14.533333333333333,14.516666666666667
